id,model_name,type,color,price,price_range,brand,version,name,engine_capacity,engine_type,transmission_type,features,image_url,source_url,source_pid,source_SkuId,source_name,status,create_at,source_id
35,,XE CÔN TAY,N/A,"57,000,000₫",N/A,NHẬP KHẨU,,YAMAHA R15,,,,,https://product.hstatic.net/200000281285/product/r15_-_xanh_gp_3f9c3dab6f7b42d780af2f02e2c0b4fd_master.png,https://hoangcau.com/products/yamaha-r15,,N/A,hoangcau.com,active,2024-12-10 05:16:00.786659,N/A
36,,XE TAY GA,N/A,"35,500,000₫",N/A,NHẬP KHẨU,,HONDA SCOOPY,,,,,https://product.hstatic.net/200000281285/product/do_den_74c3bd7119fc4fd9b432cf81007f78dd_master.png,https://hoangcau.com/products/honda-scoopy,,N/A,hoangcau.com,active,2024-12-10 05:16:00.786659,N/A
37,,XE TAY GA,N/A,"42,000,000₫",N/A,NHẬP KHẨU,,HONDA VARIO 125,,,,,https://product.hstatic.net/200000281285/product/advance-matte-blue_862b91c4a3844e4bbd868cb13f1348fe_master.png,https://hoangcau.com/products/honda-vario-125,,N/A,hoangcau.com,active,2024-12-10 05:16:00.786659,N/A
38,,XE CÔN TAY,N/A,"47,000,000₫",N/A,NHẬP KHẨU,,YAMAHA MX - KING,,,,,https://product.hstatic.net/200000281285/product/cam_den_7a7df6c2bbf84b3ea2866903e05f9cb4_master.png,https://hoangcau.com/products/yamaha-mx-king,,N/A,hoangcau.com,active,2024-12-10 05:16:00.786659,N/A
39,,XE CÔN TAY,N/A,"57,000,000₫",N/A,YAMAHA,,YZF-R15,,,,,https://product.hstatic.net/200000281285/product/gp_3aed76f3fdf644ca803fa89611380c94_master.png,https://hoangcau.com/products/yzf-r15,,N/A,hoangcau.com,active,2024-12-10 05:16:00.786659,N/A
40,,XE CÔN TAY,Đỏ Đen,"35,000,000₫",N/A,HONDA,,WINNER X,,,,,https://product.hstatic.net/200000281285/product/1_c3a878f3c1ee4882a7e9714daafca901_master.png,https://hoangcau.com/products/winner-x,,N/A,hoangcau.com,active,2024-12-10 05:16:00.786659,N/A
41,,XE SỐ,Đỏ Đen,"22,200,000₫",N/A,HONDA,,WAVE RSX,,,,,https://product.hstatic.net/200000281285/product/waversx-trang-thethao_4812dd09438e48b2a4db9b3003d9f60d_master.jpg,https://hoangcau.com/products/wave-rsx,,N/A,hoangcau.com,active,2024-12-10 05:16:00.786659,N/A
42,,XE SỐ,Đỏ Đen,"19,500,000₫",N/A,HONDA,,WAVE BLADE,,,,,https://product.hstatic.net/200000281285/product/blade-dendo-tieuchuan_0c91c51957de40cba67ac8a7963a740c_master.jpg,https://hoangcau.com/products/wave-blade,,N/A,hoangcau.com,active,2024-12-10 05:16:00.786659,N/A
43,,XE SỐ,N/A,"19,000,000₫",N/A,HONDA,,WAVE ALPHA,,,,,https://product.hstatic.net/200000281285/product/wavealpha-xam-codien_e614c314d9c34518bf8cac3643659c82_master.jpg,https://hoangcau.com/products/wave-alpha,,N/A,hoangcau.com,active,2024-12-10 05:16:00.786659,N/A
44,,XE TAY GA,Đỏ,"60,500,000₫",N/A,HONDA,,SH MODE,,,,,https://product.hstatic.net/200000281285/product/shmode125i-den-dacbiet_d124eeabad184539afdce1228d279c20_master.jpg,https://hoangcau.com/products/sh-mode,,N/A,hoangcau.com,active,2024-12-10 05:16:00.786659,N/A
