id,model_name,type,color,price,price_range,brand,version,name,engine_capacity,engine_type,transmission_type,features,image_url,source_url,source_pid,source_SkuId,source_name,status,create_at,source_id
20,,XE ĐIỆN,N/A,"12,990,000₫",N/A,YADEA,,YADEA IGO,,,,,https://product.hstatic.net/200000281285/product/yadea_igo_-_do_62122610ce384fbabc16f8737e80b9b2_master.jpg,https://hoangcau.com/products/yadea-igo,,N/A,hoangcau.com,active,2024-12-10 10:03:00.296156,N/A
21,,XE ĐIỆN,N/A,"17,990,000₫",N/A,YADEA,,YADEA VIGOR,,,,,https://product.hstatic.net/200000281285/product/do_8a495277c98d4feebdfc40ce1a84bd07_master.png,https://hoangcau.com/products/yadea-vigor,,N/A,hoangcau.com,active,2024-12-10 10:03:00.296156,N/A
22,,XE ĐIỆN,N/A,"13,990,000₫",N/A,YADEA,,YADEA X-BULL,,,,,https://product.hstatic.net/200000281285/product/13_fd643da5bd6147d6a761fe449374070e_master.png,https://hoangcau.com/products/yadea-x-bull,,N/A,hoangcau.com,active,2024-12-10 10:03:00.296156,N/A
23,,XE ĐIỆN,N/A,"18,490,000₫",N/A,YADEA,,YADEA ODORA S,,,,,https://product.hstatic.net/200000281285/product/12_685edd30d80c46e688cc6d2dc06be3be_master.png,https://hoangcau.com/products/yadea-odora-s1-thien-nang,,N/A,hoangcau.com,active,2024-12-10 10:03:00.296156,N/A
24,,XE ĐIỆN,N/A,"17,990,000₫",N/A,YADEA,,YADEA M6I TTFAR,,,,,https://product.hstatic.net/200000281285/product/yadea_m6i_ttfar_-_xanh_caf369da39944e2aba6c839588d9d7f8_master.jpg,https://hoangcau.com/products/yadea-m6i-ttfar,,N/A,hoangcau.com,active,2024-12-10 10:03:00.296156,N/A
25,,XE TAY GA,Đen,"93,500,000₫",N/A,HONDA,,SH 160I,,,,,https://product.hstatic.net/200000281285/product/sh160i-xam-thethao_c73365128ad0464fb1279b72dd8b9ad0_master.jpg,https://hoangcau.com/products/sh-160i,,N/A,hoangcau.com,active,2024-12-10 10:03:00.296156,N/A
26,,,,"27,900,000₫",,,,JUPITER FINN,,,,,,https://hoangcau.com/products/jupiter-finn,,,hoangcau.com,active,2024-12-10 10:03:00.296156,
27,,,,"58,000,000₫",,,,AIR BLADE 160,,,,,,https://hoangcau.com/products/air-blade-160,,,hoangcau.com,active,2024-12-10 10:03:00.296156,
28,,XE TAY GA,Đen Nhám,"47,000,000₫",N/A,NHẬP KHẨU,,HONDA VARIO 160,,,,,https://product.hstatic.net/200000281285/product/vario_160_cbs_-_do_nham_3f55ab727e664b61bf4157d7914df8ca_master.png,https://hoangcau.com/products/honda-vario-160,,N/A,hoangcau.com,active,2024-12-10 10:03:00.296156,N/A
29,,XE TAY GA,N/A,"22,000,000₫",N/A,SYM,,ELITE 50CC,,,,,https://product.hstatic.net/200000281285/product/db_xam_den_1394d821ac3e438398454cd1d6c244e9_master.png,https://hoangcau.com/products/elite-50cc,,N/A,hoangcau.com,active,2024-12-10 10:03:00.296156,N/A
30,,XE TAY GA,N/A,"25,500,000₫",N/A,KYMCO,,CANDY HI 50CC,,,,,https://product.hstatic.net/200000281285/product/xanh_c3b37c332ef24c0aaa40836f7211b023_master.png,https://hoangcau.com/products/candy-hi-50cc,,N/A,hoangcau.com,active,2024-12-10 10:03:00.296156,N/A
31,,XE TAY GA,N/A,"27,000,000₫",N/A,KYMCO,,CANDY HERMOSA 50CC,,,,,https://product.hstatic.net/200000281285/product/xam_6c3f84656020491fa701da3e8a486071_master.png,https://hoangcau.com/products/candy-hermosa-50cc,,N/A,hoangcau.com,active,2024-12-10 10:03:00.296156,N/A
32,,XE SỐ,N/A,"18,000,000₫",N/A,KYMCO,,VISAR 50CC,,,,,https://product.hstatic.net/200000281285/product/xanh_ee1516fd4a8845738a4d74b6d4b95307_master.png,https://hoangcau.com/products/visar-50cc,,N/A,hoangcau.com,active,2024-12-10 10:03:00.296156,N/A
33,,XE TAY GA,N/A,"26,000,000₫",N/A,KYMCO,,LIKE 50CC,,,,,https://product.hstatic.net/200000281285/product/2_b185c1b6ea2f42d3a08a734663ac5d94_master.png,https://hoangcau.com/products/like-50cc,,N/A,hoangcau.com,active,2024-12-10 10:03:00.296156,N/A
34,,XE CÔN TAY,N/A,"23,000,000₫",N/A,KYMCO,,K-PIPE 50CC,,,,,https://product.hstatic.net/200000281285/product/xanh_la_40790fafa35e4c46846021da380284c5_master.png,https://hoangcau.com/products/k-pipe-50cc,,N/A,hoangcau.com,active,2024-12-10 10:03:00.296156,N/A
35,,XE CÔN TAY,N/A,"57,000,000₫",N/A,NHẬP KHẨU,,YAMAHA R15,,,,,https://product.hstatic.net/200000281285/product/r15_-_xanh_gp_3f9c3dab6f7b42d780af2f02e2c0b4fd_master.png,https://hoangcau.com/products/yamaha-r15,,N/A,hoangcau.com,active,2024-12-10 10:03:00.296156,N/A
36,,XE TAY GA,N/A,"35,500,000₫",N/A,NHẬP KHẨU,,HONDA SCOOPY,,,,,https://product.hstatic.net/200000281285/product/do_den_74c3bd7119fc4fd9b432cf81007f78dd_master.png,https://hoangcau.com/products/honda-scoopy,,N/A,hoangcau.com,active,2024-12-10 10:03:00.296156,N/A
37,,XE TAY GA,N/A,"42,000,000₫",N/A,NHẬP KHẨU,,HONDA VARIO 125,,,,,https://product.hstatic.net/200000281285/product/sporty-black_21a59b0aa8a64c76bfb45896be17ca25_master.png,https://hoangcau.com/products/honda-vario-125,,N/A,hoangcau.com,active,2024-12-10 10:03:00.296156,N/A
38,,XE CÔN TAY,N/A,"47,000,000₫",N/A,NHẬP KHẨU,,YAMAHA MX - KING,,,,,https://product.hstatic.net/200000281285/product/cam_den_7a7df6c2bbf84b3ea2866903e05f9cb4_master.png,https://hoangcau.com/products/yamaha-mx-king,,N/A,hoangcau.com,active,2024-12-10 10:03:00.296156,N/A
39,,XE CÔN TAY,N/A,"57,000,000₫",N/A,YAMAHA,,YZF-R15,,,,,https://product.hstatic.net/200000281285/product/gp_3aed76f3fdf644ca803fa89611380c94_master.png,https://hoangcau.com/products/yzf-r15,,N/A,hoangcau.com,active,2024-12-10 10:03:00.296156,N/A
40,,XE CÔN TAY,Đỏ Đen,"35,000,000₫",N/A,HONDA,,WINNER X,,,,,https://product.hstatic.net/200000281285/product/3_945e8a2ce3474bc9895663d0b65a226d_master.png,https://hoangcau.com/products/winner-x,,N/A,hoangcau.com,active,2024-12-10 10:03:00.296156,N/A
41,,XE SỐ,Đỏ Đen,"22,200,000₫",N/A,HONDA,,WAVE RSX,,,,,https://product.hstatic.net/200000281285/product/waversx-do-thethao_15a819cdfd4c4d508af7473b9d7ff4fd_master.jpg,https://hoangcau.com/products/wave-rsx,,N/A,hoangcau.com,active,2024-12-10 10:03:00.296156,N/A
42,,XE SỐ,Đỏ Đen,"19,500,000₫",N/A,HONDA,,WAVE BLADE,,,,,https://product.hstatic.net/200000281285/product/blade-denxanh-tieuchuan_dbd81484bfc84b95be2726b138f895ce_master.jpg,https://hoangcau.com/products/wave-blade,,N/A,hoangcau.com,active,2024-12-10 10:03:00.296156,N/A
43,,XE SỐ,N/A,"19,000,000₫",N/A,HONDA,,WAVE ALPHA,,,,,https://product.hstatic.net/200000281285/product/wavealpha-xam-codien_e614c314d9c34518bf8cac3643659c82_master.jpg,https://hoangcau.com/products/wave-alpha,,N/A,hoangcau.com,active,2024-12-10 10:03:00.296156,N/A
44,,XE TAY GA,Đỏ,"60,500,000₫",N/A,HONDA,,SH MODE,,,,,https://product.hstatic.net/200000281285/product/shmode125i-do-caocap_0067fbeae9a8486790bd9179922b8932_master.jpg,https://hoangcau.com/products/sh-mode,,N/A,hoangcau.com,active,2024-12-10 10:03:00.296156,N/A
45,,XE TAY GA,Đỏ Đen,"77,500,000₫",N/A,HONDA,,SH 125,,,,,https://product.hstatic.net/200000281285/product/sh125i-trang_2326c5812d0b48c99f57de2ca41ed0c8_master.jpg,https://hoangcau.com/products/sh-125,,N/A,hoangcau.com,active,2024-12-10 10:03:00.296156,N/A
46,,XE CÔN TAY,N/A,"127,000,000₫",N/A,YAMAHA,,MT - 03,,,,,https://product.hstatic.net/200000281285/product/2021_mtn320-a_pgd_usa_mt-03_storm-fluo_360_036-1_eb7a357c2fda4a4b9325493120821df0_master.png,https://hoangcau.com/products/mt-03,,N/A,hoangcau.com,active,2024-12-10 10:03:00.296156,N/A
47,,XE TAY GA,Trắng,"40,000,000₫",N/A,HONDA,,LEAD,,,,,https://product.hstatic.net/200000281285/product/lead-xanh-dacbiet_1ff669e2035c4869ad40456af80290d4_master.jpg,https://hoangcau.com/products/lead,,N/A,hoangcau.com,active,2024-12-10 10:03:00.296156,N/A
48,,XE SỐ,Đen Nhám,"30,500,000₫",N/A,YAMAHA,,JUPITER,,,,,https://product.hstatic.net/200000281285/product/jupiter-fi_rc_-_do_den__0fad8424c58049eeaa00c16b3ff0974d_master.png,https://hoangcau.com/products/jupiter,,N/A,hoangcau.com,active,2024-12-10 10:03:00.296156,N/A
49,,,,"26,500,000₫",,,,JANUS,,,,,,https://hoangcau.com/products/janus,,,hoangcau.com,active,2024-12-10 10:03:00.296156,
50,,,,"35,000,000₫",,,,FUTURE,,,,,,https://hoangcau.com/products/future,,,hoangcau.com,active,2024-12-10 10:03:00.296156,
51,,,,"29,500,000₫",,,,FREEGO,,,,,,https://hoangcau.com/products/freego,,,hoangcau.com,active,2024-12-10 10:03:00.296156,
52,,,,"44,000,000₫",,,,EXCITER 150,,,,,,https://hoangcau.com/products/exciter-150,,,hoangcau.com,active,2024-12-10 10:03:00.296156,
53,,XE TAY GA,Đỏ Đen Bạc,"44,500,000₫",N/A,HONDA,,AIR BLADE 125,,,,,https://product.hstatic.net/200000281285/product/ab125_tt_xam_do_den_01ee35502e7246159b13a75fa04f355a_master.jpg,https://hoangcau.com/products/air-blade-125,,N/A,hoangcau.com,active,2024-12-10 10:03:00.296156,N/A
54,,XE TAY GA,Đen,"31,000,000₫",N/A,HONDA,,VISION,,,,,https://product.hstatic.net/200000281285/product/vision-xam-thethao_4f6ebfd1453e439090f38be43ba11316_master.jpg,https://hoangcau.com/products/vision,,N/A,hoangcau.com,active,2024-12-10 10:03:00.296156,N/A
55,,XE TAY GA,Đen,"38,300,000₫",N/A,YAMAHA,,LATTE,,,,,https://product.hstatic.net/200000281285/product/1_05ccb58ec16b461988a888657afcadcf_master.png,https://hoangcau.com/products/latte,,N/A,hoangcau.com,active,2024-12-10 10:03:00.296156,N/A
56,,XE SỐ,Đen Xám (2021),"21,500,000₫",N/A,YAMAHA,,SIRIUS FI,,,,,https://product.hstatic.net/200000281285/product/sirius_fi_phien_ban_phanh_co_mau_moi_-_2022_-_trang_xanh_7f66ef3d9369421985dc91ce95f06937_master.png,https://hoangcau.com/products/sirius-fi,,N/A,hoangcau.com,active,2024-12-10 10:03:00.296156,N/A
57,,XE SỐ,Đen,"19,000,000₫",N/A,YAMAHA,,SIRIUS,,,,,https://product.hstatic.net/200000281285/product/7_ff8dece7bca44819b3ad867811e9c7f9_master.png,https://hoangcau.com/products/sirius,,N/A,hoangcau.com,active,2024-12-10 10:03:00.296156,N/A
58,,XE CÔN TAY,Trắng đỏ,"41,800,000₫",N/A,YAMAHA,,EXCITER 155 VVA,,,,,https://product.hstatic.net/200000281285/product/exciter_155_vva_60_nam_yamaha_tranh_tai_motogp_-_trang_-_do_-_den_ae7a042876e1495da608a7300ff49b77_master.png,https://hoangcau.com/products/exciter-155-vva,,N/A,hoangcau.com,active,2024-12-10 10:03:00.296156,N/A
59,,XE TAY GA,Đen (2023),"44,800,000₫",N/A,YAMAHA,,GRANDE BLUE CORE HYBRID,,,,,https://product.hstatic.net/200000281285/product/6_a7a042e1c4894f18a8ad3ff2d7d000c3_master.png,https://hoangcau.com/products/grande-blue-core-hybird,,N/A,hoangcau.com,active,2024-12-10 10:03:00.296156,N/A
60,,XE TAY GA,N/A,"53,300,000₫",N/A,YAMAHA,,NVX 155 VVA THẾ HỆ II,,,,,https://product.hstatic.net/200000281285/product/8_8efdb6aafb19481cb781f66e5c8fa1f0_master.png,https://hoangcau.com/products/nvx-155-vva-the-he-ii,,N/A,hoangcau.com,active,2024-12-10 10:03:00.296156,N/A
